Time (sec), Theta_0, Theta_1, Theta_2, Theta_3, Theta_4, ThetaDes_0, ThetaDes_1, ThetaDes_2, ThetaDes_3, ThetaDes_4
13.156000, 0.011619, 0.011619, 1.215421, -1.262668, -1.307686, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.156000, 0.007702, 0.007702, 1.215457, -1.262611, -1.307693, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.156000, 0.002738, 0.002738, 1.215495, -1.262616, -1.307691, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.157000, 0.000360, 0.000360, 1.215534, -1.262498, -1.307689, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.157000, -0.006524, -0.006524, 1.215574, -1.262625, -1.307671, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.157000, 0.002286, 0.002286, 1.215609, -1.262515, -1.307675, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.157000, -0.004415, -0.004415, 1.215647, -1.262627, -1.307661, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.158000, 0.002541, 0.002541, 1.215682, -1.262506, -1.307665, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.158000, -0.004686, -0.004686, 1.215721, -1.262643, -1.307650, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.158000, 0.005015, 0.005015, 1.215755, -1.262542, -1.307656, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.158000, -0.001541, -0.001541, 1.215793, -1.262637, -1.307645, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.159000, 0.003405, 0.003405, 1.215828, -1.262502, -1.307649, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.159000, -0.004387, -0.004387, 1.215868, -1.262666, -1.307632, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.159000, 0.008350, 0.008350, 1.215900, -1.262587, -1.307642, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.159000, 0.002544, 0.002544, 1.215937, -1.262637, -1.307638, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.160000, 0.002720, 0.002720, 1.215972, -1.262464, -1.307640, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.160000, -0.006415, -0.006415, 1.216012, -1.262702, -1.307617, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.160000, 0.012013, 0.012013, 1.216042, -1.262689, -1.307633, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.160000, 0.008733, 0.008733, 1.216077, -1.262609, -1.307643, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.161000, 0.003076, 0.003076, 1.216114, -1.262657, -1.307639, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.161000, 0.003151, 0.003151, 1.216150, -1.262480, -1.307643, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.161000, -0.006040, -0.006040, 1.216190, -1.262723, -1.307621, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.161000, 0.012531, 0.012531, 1.216221, -1.262713, -1.307639, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.162000, 0.009286, 0.009286, 1.216255, -1.262625, -1.307650, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.162000, 0.003185, 0.003185, 1.216293, -1.262690, -1.307647, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.162000, 0.005108, 0.005108, 1.216330, -1.262528, -1.307653, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.162000, -0.003727, -0.003727, 1.216370, -1.262741, -1.307635, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.163000, 0.014467, 0.014467, 1.216400, -1.262702, -1.307652, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.163000, 0.009799, 0.009799, 1.216435, -1.262671, -1.307658, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.163000, 0.005753, 0.005753, 1.216471, -1.262623, -1.307659, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.168000, 0.001173, 0.001173, 1.216509, -1.262607, -1.307653, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.169000, -0.001995, -0.001995, 1.216548, -1.262531, -1.307646, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.169000, -0.007520, -0.007520, 1.216588, -1.262575, -1.307629, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.169000, -0.008105, -0.008105, 1.216626, -1.262400, -1.307619, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.169000, -0.017551, -0.017551, 1.216669, -1.262649, -1.307583, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.170000, -0.000435, -0.000435, 1.216705, -1.262652, -1.307587, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.170000, -0.003630, -0.003630, 1.216745, -1.262546, -1.307586, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.170000, -0.010827, -0.010827, 1.216789, -1.262655, -1.307566, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.170000, -0.004568, -0.004568, 1.216831, -1.262537, -1.307563, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.171000, -0.012070, -0.012070, 1.216877, -1.262668, -1.307541, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.171000, -0.003184, -0.003184, 1.216918, -1.262567, -1.307540, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.171000, -0.009850, -0.009850, 1.216962, -1.262662, -1.307523, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.171000, -0.004676, -0.004676, 1.217003, -1.262529, -1.307521, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.171000, -0.012109, -0.012109, 1.217048, -1.262684, -1.307500, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.172000, 0.000246, 0.000246, 1.217085, -1.262598, -1.307505, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.172000, -0.005199, -0.005199, 1.217125, -1.262657, -1.307496, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.172000, -0.003244, -0.003244, 1.217163, -1.262488, -1.307497, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.172000, -0.011319, -0.011319, 1.217204, -1.262709, -1.307475, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.173000, 0.007649, 0.007649, 1.217235, -1.262674, -1.307491, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.173000, 0.004584, 0.004584, 1.217269, -1.262629, -1.307498, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.173000, 0.001394, 0.001394, 1.217304, -1.262599, -1.307499, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.173000, -0.000874, -0.000874, 1.217339, -1.262539, -1.307499, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.174000, -0.004283, -0.004283, 1.217374, -1.262540, -1.307492, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.174000, -0.005430, -0.005430, 1.217408, -1.262424, -1.307486, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.174000, -0.011097, -0.011097, 1.217444, -1.262543, -1.307466, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.174000, -0.002431, -0.002431, 1.217475, -1.262422, -1.307465, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.175000, -0.008934, -0.008934, 1.217511, -1.262557, -1.307446, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.175000, 0.000933, 0.000933, 1.217542, -1.262454, -1.307447, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.175000, -0.005526, -0.005526, 1.217579, -1.262559, -1.307431, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.175000, 0.000478, 0.000478, 1.217613, -1.262433, -1.307430, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.176000, -0.007126, -0.007126, 1.217652, -1.262584, -1.307408, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.176000, 0.003871, 0.003871, 1.217686, -1.262498, -1.307410, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.176000, -0.002501, -0.002501, 1.217725, -1.262569, -1.307397, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.176000, -0.000364, -0.000364, 1.217762, -1.262417, -1.307394, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.182000, -0.009042, -0.009042, 1.217803, -1.262619, -1.307367, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.182000, 0.007716, 0.007716, 1.217836, -1.262574, -1.307374, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.183000, 0.002919, 0.002919, 1.217873, -1.262561, -1.307371, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.183000, -0.000311, -0.000311, 1.217911, -1.262483, -1.307366, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.183000, -0.005676, -0.005676, 1.217951, -1.262531, -1.307351, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.186000, -0.005241, -0.005241, 1.217989, -1.262357, -1.307345, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.186000, -0.013974, -0.013974, 1.218030, -1.262599, -1.307315, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.186000, 0.004234, 0.004234, 1.218062, -1.262590, -1.307325, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.187000, 0.001492, 0.001492, 1.218098, -1.262504, -1.307329, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.187000, -0.003865, -0.003865, 1.218138, -1.262566, -1.307320, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.187000, -0.001761, -0.001761, 1.218175, -1.262400, -1.307320, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.188000, -0.010004, -0.010004, 1.218215, -1.262623, -1.307297, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.188000, 0.008537, 0.008537, 1.218247, -1.262592, -1.307311, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.188000, 0.005148, 0.005148, 1.218282, -1.262547, -1.307316, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.188000, 0.001416, 0.001416, 1.218319, -1.262525, -1.307315, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.189000, -0.001137, -0.001137, 1.218357, -1.262459, -1.307311, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.189000, -0.005438, -0.005438, 1.218395, -1.262482, -1.307300, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.189000, -0.006320, -0.006320, 1.218433, -1.262330, -1.307292, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.189000, -0.013994, -0.013994, 1.218473, -1.262530, -1.307264, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.190000, 0.003261, 0.003261, 1.218505, -1.262480, -1.307269, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.190000, -0.001193, -0.001193, 1.218541, -1.262479, -1.307263, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.190000, -0.003726, -0.003726, 1.218579, -1.262383, -1.307256, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.190000, -0.009783, -0.009783, 1.218620, -1.262474, -1.307235, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.191000, -0.005194, -0.005194, 1.218659, -1.262337, -1.307229, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.191000, -0.012926, -0.012926, 1.218701, -1.262512, -1.307202, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.191000, 0.000993, 0.000993, 1.218737, -1.262445, -1.307204, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.191000, -0.004357, -0.004357, 1.218776, -1.262480, -1.307192, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.192000, -0.005595, -0.005595, 1.218816, -1.262312, -1.307185, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.192000, -0.014437, -0.014437, 1.218860, -1.262548, -1.307153, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.192000, 0.003240, 0.003240, 1.218896, -1.262536, -1.307161, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.192000, 0.000184, 0.000184, 1.218935, -1.262460, -1.307163, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.193000, -0.004883, -0.004883, 1.218976, -1.262505, -1.307154, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.193000, -0.004690, -0.004690, 1.219016, -1.262326, -1.307151, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.193000, -0.013314, -0.013314, 1.219060, -1.262577, -1.307124, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.195000, 0.005192, 0.005192, 1.219095, -1.262574, -1.307139, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.195000, 0.003103, 0.003103, 1.219133, -1.262474, -1.307150, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.195000, -0.002446, -0.002446, 1.219174, -1.262563, -1.307144, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.196000, 0.002920, 0.002920, 1.219212, -1.262417, -1.307154, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.196000, -0.004283, -0.004283, 1.219253, -1.262598, -1.307142, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.196000, 0.011309, 0.011309, 1.219286, -1.262526, -1.307160, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.196000, 0.006631, 0.006631, 1.219322, -1.262558, -1.307165, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.197000, 0.006091, 0.006091, 1.219358, -1.262384, -1.307174, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.197000, -0.002389, -0.002389, 1.219396, -1.262622, -1.307157, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.197000, 0.016786, 0.016786, 1.219426, -1.262602, -1.307180, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.197000, 0.013732, 0.013732, 1.219460, -1.262535, -1.307196, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.198000, 0.008869, 0.008869, 1.219496, -1.262559, -1.307199, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.198000, 0.007534, 0.007534, 1.219531, -1.262403, -1.307205, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.198000, -0.000785, -0.000785, 1.219571, -1.262607, -1.307189, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.198000, 0.016421, 0.016421, 1.219601, -1.262559, -1.307206, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.199000, 0.011464, 0.011464, 1.219635, -1.262553, -1.307210, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.199000, 0.008337, 0.008337, 1.219671, -1.262464, -1.307213, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.199000, 0.001908, 0.001908, 1.219710, -1.262539, -1.307201, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.199000, 0.004256, 0.004256, 1.219747, -1.262389, -1.307201, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.200000, -0.004713, -0.004713, 1.219788, -1.262591, -1.307177, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.200000, 0.011393, 0.011393, 1.219821, -1.262547, -1.307185, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.200000, 0.005965, 0.005965, 1.219859, -1.262538, -1.307181, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.200000, 0.002053, 0.002053, 1.219899, -1.262459, -1.307175, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.201000, -0.004264, -0.004264, 1.219941, -1.262516, -1.307157, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.201000, -0.004023, -0.004023, 1.219982, -1.262355, -1.307147, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.201000, -0.013334, -0.013334, 1.220026, -1.262580, -1.307113, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.201000, 0.003598, 0.003598, 1.220063, -1.262561, -1.307116, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.202000, -0.000515, -0.000515, 1.220103, -1.262502, -1.307112, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.202000, -0.005682, -0.005682, 1.220145, -1.262516, -1.307097, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.202000, -0.007777, -0.007777, 1.220188, -1.262386, -1.307085, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.202000, -0.015112, -0.015112, 1.220232, -1.262542, -1.307055, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.203000, -0.002878, -0.002878, 1.220269, -1.262458, -1.307053, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.203000, -0.008387, -0.008387, 1.220310, -1.262520, -1.307036, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.203000, -0.006352, -0.006352, 1.220348, -1.262357, -1.307030, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.208000, -0.014464, -0.014464, 1.220390, -1.262576, -1.307000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.209000, 0.003694, 0.003694, 1.220422, -1.262543, -1.307008, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.209000, 0.000490, 0.000490, 1.220458, -1.262503, -1.307007, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.209000, -0.002611, -0.002611, 1.220495, -1.262470, -1.307002, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.209000, -0.005129, -0.005129, 1.220532, -1.262425, -1.306993, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.209000, -0.007955, -0.007955, 1.220569, -1.262402, -1.306982, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.210000, -0.009767, -0.009767, 1.220606, -1.262340, -1.306970, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.210000, -0.013163, -0.013163, 1.220644, -1.262357, -1.306951, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.210000, -0.013624, -0.013624, 1.220680, -1.262220, -1.306937, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.210000, -0.020070, -0.020070, 1.220719, -1.262391, -1.306904, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.211000, -0.005587, -0.005587, 1.220751, -1.262317, -1.306900, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.211000, -0.010372, -0.010372, 1.220788, -1.262369, -1.306882, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.211000, -0.009692, -0.009692, 1.220824, -1.262197, -1.306871, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.211000, -0.018271, -0.018271, 1.220865, -1.262444, -1.306835, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.212000, -0.000843, -0.000843, 1.220900, -1.262442, -1.306839, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.212000, -0.003312, -0.003312, 1.220939, -1.262350, -1.306838, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.212000, -0.009003, -0.009003, 1.220981, -1.262434, -1.306822, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.212000, -0.004759, -0.004759, 1.221022, -1.262288, -1.306819, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.213000, -0.012281, -0.012281, 1.221065, -1.262477, -1.306796, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.213000, 0.003860, 0.003860, 1.221101, -1.262417, -1.306804, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.213000, -0.000534, -0.000534, 1.221140, -1.262435, -1.306800, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.214000, -0.001622, -0.001622, 1.221179, -1.262296, -1.306799, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.214000, -0.008476, -0.008476, 1.221220, -1.262467, -1.306780, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.214000, 0.006050, 0.006050, 1.221253, -1.262388, -1.306790, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.214000, 0.001352, 0.001352, 1.221289, -1.262440, -1.306788, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.214000, 0.002654, 0.002654, 1.221323, -1.262261, -1.306793, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.215000, -0.005638, -0.005638, 1.221361, -1.262511, -1.306773, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.215000, 0.013576, 0.013576, 1.221390, -1.262502, -1.306794, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.215000, 0.011518, 0.011518, 1.221422, -1.262416, -1.306809, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.215000, 0.006491, 0.006491, 1.221458, -1.262480, -1.306811, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.216000, 0.008955, 0.008955, 1.221492, -1.262310, -1.306822, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.216000, 0.000641, 0.000641, 1.221529, -1.262542, -1.306808, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.216000, 0.019799, 0.019799, 1.221557, -1.262515, -1.306831, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.216000, 0.016345, 0.016345, 1.221590, -1.262467, -1.306846, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.222000, 0.012078, 0.012078, 1.221625, -1.262458, -1.306852, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.222000, 0.009499, 0.009499, 1.221660, -1.262373, -1.306856, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.222000, 0.003762, 0.003762, 1.221698, -1.262441, -1.306849, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.223000, 0.005659, 0.005659, 1.221734, -1.262282, -1.306850, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.223000, -0.003342, -0.003342, 1.221774, -1.262505, -1.306828, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.223000, 0.014205, 0.014205, 1.221806, -1.262479, -1.306840, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.223000, 0.009608, 0.009608, 1.221843, -1.262441, -1.306842, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.226000, 0.004641, 0.004641, 1.221883, -1.262422, -1.306836, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.227000, 0.000629, 0.000629, 1.221925, -1.262367, -1.306827, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.227000, -0.004801, -0.004801, 1.221968, -1.262384, -1.306809, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.227000, -0.007384, -0.007384, 1.222011, -1.262258, -1.306793, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.228000, -0.015374, -0.015374, 1.222058, -1.262419, -1.306759, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.228000, -0.003786, -0.003786, 1.222097, -1.262346, -1.306751, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.228000, -0.009967, -0.009967, 1.222141, -1.262403, -1.306730, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.228000, -0.009786, -0.009786, 1.222185, -1.262243, -1.306715, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.229000, -0.018802, -0.018802, 1.222232, -1.262469, -1.306677, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.229000, -0.002236, -0.002236, 1.222271, -1.262451, -1.306676, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.229000, -0.005740, -0.005740, 1.222313, -1.262392, -1.306669, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.229000, -0.010270, -0.010270, 1.222358, -1.262409, -1.306653, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.230000, -0.011444, -0.011444, 1.222401, -1.262273, -1.306640, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.230000, -0.018144, -0.018144, 1.222446, -1.262440, -1.306610, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.230000, -0.003728, -0.003728, 1.222483, -1.262362, -1.306610, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.230000, -0.008101, -0.008101, 1.222521, -1.262413, -1.306598, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.231000, -0.006356, -0.006356, 1.222558, -1.262235, -1.306595, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.231000, -0.014043, -0.014043, 1.222598, -1.262482, -1.306567, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.231000, 0.005132, 0.005132, 1.222629, -1.262469, -1.306582, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.231000, 0.003738, 0.003738, 1.222662, -1.262386, -1.306592, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.232000, -0.000228, -0.000228, 1.222698, -1.262438, -1.306590, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.232000, 0.001864, 0.001864, 1.222732, -1.262255, -1.306596, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.232000, -0.005954, -0.005954, 1.222769, -1.262509, -1.306578, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.232000, 0.013805, 0.013805, 1.222797, -1.262500, -1.306601, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.233000, 0.012175, 0.012175, 1.222829, -1.262410, -1.306619, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.233000, 0.007287, 0.007287, 1.222863, -1.262479, -1.306622, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.233000, 0.010398, 0.010398, 1.222897, -1.262311, -1.306635, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.235000, 0.002170, 0.002170, 1.222934, -1.262539, -1.306623, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.235000, 0.021262, 0.021262, 1.222962, -1.262507, -1.306648, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.235000, 0.017415, 0.017415, 1.222994, -1.262470, -1.306662, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.236000, 0.013362, 0.013362, 1.223029, -1.262439, -1.306669, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.236000, 0.009624, 0.009624, 1.223065, -1.262398, -1.306671, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.236000, 0.005334, 0.005334, 1.223103, -1.262380, -1.306667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
13.236000, 0.001882, 0.001882, 1.223142, -1.262322, -1.306661, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
